id,date,ligne,four,probleme,equipement,famille,duree_min,source,famille_norm,equipement_norm,famille_affichage,equipement_affichage
1,2024-01-01,L11,Four 1,Changement du porte pincette,pincette,Section n°5,15.0,import_2024,section n°5,pincette,Section n°5,pincette
2,2024-01-02,L11,Four 1,Mauvaise fonctionnement de rippeur,rippeur,Section n°7,20.0,import_2024,section n°7,rippeur,Section n°7,rippeur
3,2024-01-02,L11,Four 1,changement de rippeur,rippeur,Section n°8,25.0,import_2024,section n°8,rippeur,Section n°8,rippeur
4,2024-01-03,L11,Four 1,Toute seule,Machine,Machine,10.0,import_2024,machine,machine,Machine,Machine
5,2024-01-03,L11,Four 1,Réglage,Transfert,ATC,10.0,import_2024,atc,transfert,ATC,Transfert
6,2024-01-04,L11,Four 1,Probléme de ventillation,ventillation,Section n°1,30.0,import_2024,section n°1,ventillation,Section n°1,ventillation
7,2024-01-04,L11,Four 1,Probléme de palier,palier,Section n°6,20.0,import_2024,section n°6,palier,Section n°6,palier
8,2024-01-04,L11,Four 1,Probléme de palier,palier,Section n°6,20.0,import_2024,section n°6,palier,Section n°6,palier
9,2024-01-05,L11,Four 1,Changement ciseau,Mécanisme ciseaux,Machine,20.0,import_2024,machine,mécanisme ciseaux,Machine,Mécanisme ciseaux
10,2024-01-06,L11,Four 1,Mauvaise fonctionnement de rippeur,rippeur,Section n°7,10.0,import_2024,section n°7,rippeur,Section n°7,rippeur
11,2024-01-06,L11,Four 1,Mauvaise fonctionnement de rippeur,rippeur,Section n°8,20.0,import_2024,section n°8,rippeur,Section n°8,rippeur
12,2024-01-06,L11,Four 1,Changement bras de transfert,bras transfert,Section n°7,20.0,import_2024,section n°7,bras transfert,Section n°7,bras transfert
13,2024-01-06,L11,Four 1,coincement mise a l'arche,Mise a l'arche,Mise a l'arche,5.0,import_2024,mise a l'arche,mise a l'arche,Mise a l'arche,Mise a l'arche
14,2024-01-07,L11,Four 1,Mauvaise fermeture de finisseur,Fermeture de moule,Section n°4,60.0,import_2024,section n°4,fermeture de moule,Section n°4,Fermeture de moule
15,2024-01-07,L11,Four 1,Probléme au niveau de ripeur,rippeur,Section n°8,20.0,import_2024,section n°8,rippeur,Section n°8,rippeur
16,2024-01-08,L11,Four 1,Changement de refroidissement ébaucheur,refroidissement,Section n°3,60.0,import_2024,section n°3,refroidissement,Section n°3,refroidissement
17,2024-01-08,L11,Four 1,Pour faciliter l'intervention au niveau de la S3,faciliter le travail,Section n°4,60.0,import_2024,section n°4,faciliter le travail,Section n°4,faciliter le travail
18,2024-01-08,L11,Four 1,Changement de mécanisme bras transfert et bras transfert,bras transfert,Section n°6,240.0,import_2024,section n°6,bras transfert,Section n°6,bras transfert
19,2024-01-08,L11,Four 1,Pour faciliter l'intervention au niveau de la S6,faciliter le travail,Section n°5,30.0,import_2024,section n°5,faciliter le travail,Section n°5,faciliter le travail
20,2024-01-08,L11,Four 1,Pour faciliter l'intervention au niveau de la S6,faciliter le travail,Section n°7,30.0,import_2024,section n°7,faciliter le travail,Section n°7,faciliter le travail
21,2024-01-09,L11,Four 1,Changement porte pincette,faciliter le travail,Section n°5,15.0,import_2024,section n°5,faciliter le travail,Section n°5,faciliter le travail
22,2024-01-10,L11,Four 1,Arret mise a l'arche,Mise a l'arche,Mise a l'arche,5.0,import_2024,mise a l'arche,mise a l'arche,Mise a l'arche,Mise a l'arche
23,2024-01-11,L11,Four 1,Probléme éléctrique,AEE,Section n°3,305.0,import_2024,section n°3,aee,Section n°3,AEE
24,2024-01-11,L11,Four 1,Changement de rippeur,rippeur,Section n°8,20.0,import_2024,section n°8,rippeur,Section n°8,rippeur
25,2024-01-13,L11,Four 1,Mauvaise fonctionnement de rippeur,rippeur,Section n°7,40.0,import_2024,section n°7,rippeur,Section n°7,rippeur
26,2024-01-13,L11,Four 1,Mauvaise fonctionnement de rippeur,rippeur,Section n°3,60.0,import_2024,section n°3,rippeur,Section n°3,rippeur
27,2024-01-13,L11,Four 1,Mauvaise fonctionnement de rippeur,rippeur,Section n°3,60.0,import_2024,section n°3,rippeur,Section n°3,rippeur
28,2024-01-14,L11,Four 1,Mauvaise fonctionnement de rippeur,rippeur,Section n°7,30.0,import_2024,section n°7,rippeur,Section n°7,rippeur
29,2024-01-14,L11,Four 1,Mauvaise fonctionnement de rippeur,rippeur,Section n°7,30.0,import_2024,section n°7,rippeur,Section n°7,rippeur
30,2024-01-14,L11,Four 1,Mauvaise fonctionnement de rippeur,rippeur,Section n°7,35.0,import_2024,section n°7,rippeur,Section n°7,rippeur
31,2024-01-14,L11,Four 1,Mauvaise fonctionnement de rippeur,rippeur,Section n°7,15.0,import_2024,section n°7,rippeur,Section n°7,rippeur
32,2024-01-15,L11,Four 1,Réparation de flexible de ventillation,ventillation,Section n°1,150.0,import_2024,section n°1,ventillation,Section n°1,ventillation
33,2024-01-16,L11,Four 1,Changement de bobine et distributeur de rippeur,rippeur,Section n°7,120.0,import_2024,section n°7,rippeur,Section n°7,rippeur
34,2024-01-17,L11,Four 1,Coincement ATC,Transfert,ATC,5.0,import_2024,atc,transfert,ATC,Transfert
35,2024-01-18,L11,Four 1,Changement de rippeur,rippeur,Section n°1,15.0,import_2024,section n°1,rippeur,Section n°1,rippeur
36,2024-01-18,L11,Four 1,Mauvaise fonctionnement de rippeur,rippeur,Section n°3,20.0,import_2024,section n°3,rippeur,Section n°3,rippeur
37,2024-01-19,L11,Four 1,Changement rippeur,rippeur,Section n°3,15.0,import_2024,section n°3,rippeur,Section n°3,rippeur
38,2024-01-20,L11,Four 1,Coincement du mécanisme bras transfert,bras transfert,Section n°6,160.0,import_2024,section n°6,bras transfert,Section n°6,bras transfert
39,2024-01-21,L11,Four 1,Mauvaise fonctionnement de rippeur,rippeur,Section n°6,65.0,import_2024,section n°6,rippeur,Section n°6,rippeur
40,2024-01-21,L11,Four 1,Mauvaise fonctionnement de rippeur,rippeur,Section n°3,90.0,import_2024,section n°3,rippeur,Section n°3,rippeur
41,2024-01-21,L11,Four 1,Changement du bras transfert,bras transfert,Section n°3,15.0,import_2024,section n°3,bras transfert,Section n°3,bras transfert
42,2024-01-22,L11,Four 1,Changement du porte pinçette,pincette,Section n°5,15.0,import_2024,section n°5,pincette,Section n°5,pincette
43,2024-01-23,L11,Four 1,Changement rippeur,rippeur,Section n°3,20.0,import_2024,section n°3,rippeur,Section n°3,rippeur
44,2024-01-23,L11,Four 1,Changement rippeur,rippeur,Section n°7,20.0,import_2024,section n°7,rippeur,Section n°7,rippeur
45,2024-01-23,L11,Four 1,Réglage charnieres,charnieres,Section n°8,15.0,import_2024,section n°8,charnieres,Section n°8,charnieres
46,2024-01-24,L11,Four 1,Mauvaise percage,percage,Section n°3,20.0,import_2024,section n°3,percage,Section n°3,percage
47,2024-01-24,L11,Four 1,Changement rippeur,rippeur,Section n°8,10.0,import_2024,section n°8,rippeur,Section n°8,rippeur
48,2024-01-25,L11,Four 1,Changement de rippeur,rippeur,Section n°8,15.0,import_2024,section n°8,rippeur,Section n°8,rippeur
49,2024-01-25,L11,Four 1,Réglage mise a l'arche,Mise a l'arche,Mise a l'arche,5.0,import_2024,mise a l'arche,mise a l'arche,Mise a l'arche,Mise a l'arche
50,2024-01-25,L11,Four 1,Changement du tombour,convoyeur mise a l'arche,convoyeur mise a l'arche,15.0,import_2024,convoyeur mise a l'arche,convoyeur mise a l'arche,convoyeur mise a l'arche,convoyeur mise a l'arche
51,2024-01-25,L11,Four 1,Réglage rippeur,rippeur,Section n°6,10.0,import_2024,section n°6,rippeur,Section n°6,rippeur
52,2024-01-26,L11,Four 1,Réglage rippeur,rippeur,Section n°7,10.0,import_2024,section n°7,rippeur,Section n°7,rippeur
53,2024-01-27,L11,Four 1,Mauvaise fonctionnement de rippeur,rippeur,Section n°7,200.0,import_2024,section n°7,rippeur,Section n°7,rippeur
54,2024-01-27,L11,Four 1,Manque de ventillation,ventillation,Section n°8,20.0,import_2024,section n°8,ventillation,Section n°8,ventillation
55,2024-01-30,L11,Four 1,Réglage ventilation,ventillation,Section n°6,15.0,import_2024,section n°6,ventillation,Section n°6,ventillation
56,2024-01-30,L11,Four 1,Manque de percage,percage,Section n°7,135.0,import_2024,section n°7,percage,Section n°7,percage
57,2024-01-30,L11,Four 1,Changement de support de gonflage,gonflage,Section n°1,20.0,import_2024,section n°1,gonflage,Section n°1,gonflage
58,2024-01-30,L11,Four 1,Réglage rippeur,rippeur,Section n°7,20.0,import_2024,section n°7,rippeur,Section n°7,rippeur
59,2024-01-31,L11,Four 1,Changement médiane et déflécteur,déflécteur,Section n°1,10.0,import_2024,section n°1,déflécteur,Section n°1,déflécteur
60,2024-01-31,L11,Four 1,Changement médiane et déflécteur,déflécteur,Section n°8,10.0,import_2024,section n°8,déflécteur,Section n°8,déflécteur
61,2024-02-01,L11,Four 1,Réglage de ventillation coté ébaucheur,ventillation,Section n°5,20.0,import_2024,section n°5,ventillation,Section n°5,ventillation
62,2024-02-01,L11,Four 1,Toute seule,Section n°6,Section n°6,10.0,import_2024,section n°6,section n°6,Section n°6,Section n°6
63,2024-02-03,L11,Four 1,Changement de cartouche poinçon,poincon,Section n°7,15.0,import_2024,section n°7,poincon,Section n°7,poincon
64,2024-02-03,L11,Four 1,Probléme d'inversion,inversion,Section n°8,90.0,import_2024,section n°8,inversion,Section n°8,Inversion
65,2024-02-04,L11,Four 1,Variation de mouvement bras du transfert,bras transfert,Section n°7,30.0,import_2024,section n°7,bras transfert,Section n°7,bras transfert
66,2024-02-04,L11,Four 1,Changement du bras transfert,bras transfert,Section n°8,15.0,import_2024,section n°8,bras transfert,Section n°8,bras transfert
67,2024-02-05,L11,Four 1,Arret de machine suite au coupure de courant (Arret programmée par LYDEC),AEE,Machine,60.0,import_2024,machine,aee,Machine,AEE
68,2024-02-05,L11,Four 1,Arret de machine Arret de moteur chemise,Chemise,Machine,140.0,import_2024,machine,chemise,Machine,Chemise
69,2024-02-06,L11,Four 1,Changement boite à valve du bras transfert,bras transfert,Section n°7,30.0,import_2024,section n°7,bras transfert,Section n°7,bras transfert
70,2024-02-08,L11,Four 1,Changement du bras transfert,bras transfert,Section n°3,10.0,import_2024,section n°3,bras transfert,Section n°3,bras transfert
71,2024-02-09,L11,Four 1,Problème au niveau de bobine distributeur d'air de gonflage et au niveau de rippeur,gonflage,Section n°7,120.0,import_2024,section n°7,gonflage,Section n°7,gonflage
72,2024-02-09,L11,Four 1,Problème au niveau de distributeur d'air de gonflage,gonflage,Section n°8,175.0,import_2024,section n°8,gonflage,Section n°8,gonflage
73,2024-02-09,L11,Four 1,Problème au niveau de mécanisme de perçage,percage,Section n°4,60.0,import_2024,section n°4,percage,Section n°4,percage
74,2024-02-09,L11,Four 1,Changement du bras transfert,bras transfert,Section n°8,30.0,import_2024,section n°8,bras transfert,Section n°8,bras transfert
75,2024-02-09,L11,Four 1,Changement des charnières ébaucheur,charnieres,Section n°4,30.0,import_2024,section n°4,charnieres,Section n°4,charnieres
76,2024-02-09,L11,Four 1,Changement des charnières ébaucheur,charnieres,Section n°7,30.0,import_2024,section n°7,charnieres,Section n°7,charnieres
77,2024-02-09,L11,Four 1,Changement de cartouche bloc à valve,bloc a valve,Section n°7,30.0,import_2024,section n°7,bloc a valve,Section n°7,bloc a valve
78,2024-02-10,L11,Four 1,Changement des charnières ébaucheur,charnieres,Section n°1,15.0,import_2024,section n°1,charnieres,Section n°1,charnieres
79,2024-02-10,L11,Four 1,Coinçement du bras transfert,bras transfert,Section n°6,240.0,import_2024,section n°6,bras transfert,Section n°6,bras transfert
80,2024-02-10,L11,Four 1,Mauvaise fonctionnement de rippeur,rippeur,Section n°3,30.0,import_2024,section n°3,rippeur,Section n°3,rippeur
81,2024-02-12,L11,Four 1,Changement de Verti-Flow,verti-flow,Section n°7,15.0,import_2024,section n°7,verti-flow,Section n°7,verti-flow
82,2024-02-12,L11,Four 1,Changement de Verti-Flow,verti-flow,Section n°8,15.0,import_2024,section n°8,verti-flow,Section n°8,verti-flow
83,2024-02-12,L11,Four 1,Changement de flexible Verti-Flow,verti-flow,Section n°3,15.0,import_2024,section n°3,verti-flow,Section n°3,verti-flow
84,2024-02-12,L11,Four 1,Mauvaise fonctionnement de rippeur,rippeur,Section n°7,30.0,import_2024,section n°7,rippeur,Section n°7,rippeur
85,2024-02-12,L11,Four 1,Manque de refroidissement ciseaux,Mécanisme ciseaux,Ciseaux,10.0,import_2024,ciseaux,mécanisme ciseaux,Ciseaux,Mécanisme ciseaux
86,2024-02-12,L11,Four 1,Mauvaise fonctionnement de rippeur,rippeur,Section n°3,30.0,import_2024,section n°3,rippeur,Section n°3,rippeur
87,2024-02-13,L11,Four 1,Mauvaise fonctionnement de rippeur,rippeur,Section n°3,15.0,import_2024,section n°3,rippeur,Section n°3,rippeur
88,2024-02-13,L11,Four 1,Changement de rippeur,rippeur,Section n°6,70.0,import_2024,section n°6,rippeur,Section n°6,rippeur
89,2024-02-13,L11,Four 1,Changement de rippeur,rippeur,Section n°7,70.0,import_2024,section n°7,rippeur,Section n°7,rippeur
90,2024-02-13,L11,Four 1,Mauvaise fonctionnement de rippeur,rippeur,Section n°6,20.0,import_2024,section n°6,rippeur,Section n°6,rippeur
91,2024-02-13,L11,Four 1,Mauvaise fonctionnement de rippeur,rippeur,Section n°7,20.0,import_2024,section n°7,rippeur,Section n°7,rippeur
92,2024-02-13,L11,Four 1,Mauvaise fonctionnement de rippeur,rippeur,Section n°2,30.0,import_2024,section n°2,rippeur,Section n°2,rippeur
93,2024-02-14,L11,Four 1,Changement du boite à valve bras de transfert,bras transfert,Section n°7,35.0,import_2024,section n°7,bras transfert,Section n°7,bras transfert
94,2024-02-14,L11,Four 1,Mauvaise fonctionnement de rippeur,rippeur,Section n°2,45.0,import_2024,section n°2,rippeur,Section n°2,rippeur
95,2024-02-14,L11,Four 1,Joint ébaucheur ébaucheur,Section n°8,Section n°8,60.0,import_2024,section n°8,section n°8,Section n°8,Section n°8
96,2024-02-14,L11,Four 1,Changement de flexible Verti-Flow,verti-flow,Section n°8,10.0,import_2024,section n°8,verti-flow,Section n°8,verti-flow
97,2024-02-14,L11,Four 1,Changement du bras transfert,bras transfert,Section n°3,15.0,import_2024,section n°3,bras transfert,Section n°3,bras transfert
98,2024-02-15,L11,Four 1,Changement du bras transfert,bras transfert,Section n°1,15.0,import_2024,section n°1,bras transfert,Section n°1,bras transfert
99,2024-02-16,L11,Four 1,Changement d'inversion et modification de FRL rippeur,rippeur,Section n°7,100.0,import_2024,section n°7,rippeur,Section n°7,rippeur
100,2024-02-16,L11,Four 1,Pour faciliter l'intervention au niveau de S7,faciliter le travail,Section n°8,50.0,import_2024,section n°8,faciliter le travail,Section n°8,faciliter le travail
101,2024-02-16,L11,Four 1,Mauvaise fonctionnement de rippeur,rippeur,Section n°8,20.0,import_2024,section n°8,rippeur,Section n°8,rippeur
102,2024-02-17,L11,Four 1,Mauvaise fonctionnement de support compression,compression,Section n°7,15.0,import_2024,section n°7,compression,Section n°7,compression
103,2024-02-17,L11,Four 1,Changement du bras transfert,bras transfert,Section n°2,20.0,import_2024,section n°2,bras transfert,Section n°2,bras transfert
104,2024-02-18,L11,Four 1,Changement de neck ring,neck ring,Section n°7,90.0,import_2024,section n°7,neck ring,Section n°7,neck ring
105,2024-02-18,L11,Four 1,Façiliter l'intervention au niveau de S7,faciliter le travail,Section n°8,30.0,import_2024,section n°8,faciliter le travail,Section n°8,faciliter le travail
106,2024-02-18,L11,Four 1,Manque de Verti-Flow,verti-flow,Section n°2,30.0,import_2024,section n°2,verti-flow,Section n°2,verti-flow
107,2024-02-18,L11,Four 1,Réglage du bras Take-Out,take-out,Section n°7,15.0,import_2024,section n°7,take-out,Section n°7,take-out
108,2024-02-19,L11,Four 1,Déviation de scoop,Scoop,Scoop,10.0,import_2024,scoop,scoop,scoop,scoop
109,2024-02-23,L11,Four 1,"Changement des arbres charnières, charnières ébaucheurs",charnieres,Section n°6,60.0,import_2024,section n°6,charnieres,Section n°6,charnieres
110,2024-02-23,L11,Four 1,"Changement des arbres charnières, charnières ébaucheurs",charnieres,Section n°6,60.0,import_2024,section n°6,charnieres,Section n°6,charnieres
111,2024-02-23,L11,Four 1,Changement des moules ébaucheurs et fond ébaucheurs,Machine,Machine,5.0,import_2024,machine,machine,Machine,Machine
112,2024-02-24,L11,Four 1,Changement de tete gonflage,gonflage,Section n°5,10.0,import_2024,section n°5,gonflage,Section n°5,gonflage
113,2024-02-25,L11,Four 1,Changement du bras transfert,bras transfert,Section n°2,10.0,import_2024,section n°2,bras transfert,Section n°2,bras transfert
114,2024-02-25,L11,Four 1,Arret de plongeur,plongeur,Machine,10.0,import_2024,machine,plongeur,Machine,plongeur
115,2024-02-26,L11,Four 1,Changement support de gonflage,gonflage,Section n°7,10.0,import_2024,section n°7,gonflage,Section n°7,gonflage
116,2024-02-27,L11,Four 1,Vis de fixation palier du bras transfert endommagé,bras transfert,Section n°6,130.0,import_2024,section n°6,bras transfert,Section n°6,bras transfert
117,2024-02-27,L11,Four 1,Changement de support gonflage,gonflage,Section n°8,45.0,import_2024,section n°8,gonflage,Section n°8,gonflage
118,2024-02-28,L11,Four 1,Changement de support compression,compression,Section n°2,15.0,import_2024,section n°2,compression,Section n°2,compression
119,2024-02-28,L11,Four 1,Chnagement de cartouche noyau,cartouche,Section n°1,20.0,import_2024,section n°1,cartouche,Section n°1,cartouche
120,2024-02-28,L11,Four 1,Changement bras de transfert,bras transfert,Section n°6,30.0,import_2024,section n°6,bras transfert,Section n°6,bras transfert
121,2024-02-29,L11,Four 1,Changement de cylindre,cylindre,Section n°1,45.0,import_2024,section n°1,cylindre,Section n°1,cylindre
122,2024-02-29,L11,Four 1,Changement d'axe et billettes,billettes,Section n°4,30.0,import_2024,section n°4,billettes,Section n°4,billettes
123,2024-03-01,L11,Four 1,Mauvaise fonctionnement du bras transfert,bras transfert,Section n°6,35.0,import_2024,section n°6,bras transfert,Section n°6,bras transfert
124,2024-03-01,L11,Four 1,Changement de cartouche boite valve de mécanisme bras transfert,bras transfert,Section n°6,30.0,import_2024,section n°6,bras transfert,Section n°6,bras transfert
125,2024-03-02,L11,Four 1,Changement de distributeur rippeur,rippeur,Section n°2,30.0,import_2024,section n°2,rippeur,Section n°2,rippeur
126,2024-03-03,L11,Four 1,Serrage d'adapteur,adapteur,Section n°4,10.0,import_2024,section n°4,adapteur,Section n°4,adapteur
127,2024-03-03,L11,Four 1,Changement de rippeur,rippeur,Section n°3,15.0,import_2024,section n°3,rippeur,Section n°3,rippeur
128,2024-03-03,L11,Four 1,Réglage rippeur,rippeur,Section n°3,10.0,import_2024,section n°3,rippeur,Section n°3,rippeur
129,2024-03-03,L11,Four 1,Joint ébaucheur corps,Section n°9,Section n°9,45.0,import_2024,section n°9,section n°9,Section n°9,Section n°9
130,2024-03-03,L11,Four 1,Réglage rippeur,rippeur,Section n°3,45.0,import_2024,section n°3,rippeur,Section n°3,rippeur
131,2024-03-05,L11,Four 1,Mise à niveau du bras transfert,bras transfert,Section n°5,20.0,import_2024,section n°5,bras transfert,Section n°5,bras transfert
132,2024-03-05,L11,Four 1,Serrage de cartouche poinçon,poincon,Section n°6,15.0,import_2024,section n°6,poincon,Section n°6,poincon
133,2024-03-05,L11,Four 1,Réglage flexible,flexible,Section n°6,15.0,import_2024,section n°6,flexible,Section n°6,flexible
134,2024-03-06,L11,Four 1,Problème de Verti-Flow,verti-flow,Section n°2,15.0,import_2024,section n°2,verti-flow,Section n°2,verti-flow
135,2024-03-07,L11,Four 1,Changement du bras transfert,bras transfert,Section n°2,90.0,import_2024,section n°2,bras transfert,Section n°2,bras transfert
136,2024-03-08,L11,Four 1,Changement du bras transfert,bras transfert,Section n°2,10.0,import_2024,section n°2,bras transfert,Section n°2,bras transfert
137,2024-03-11,L11,Four 1,Arret de ventilateur de refroidissament machine,Machine,Machine,15.0,import_2024,machine,machine,Machine,Machine
138,2024-03-11,L11,Four 1,Arret de tapis d'arche (AEE),Tapis d'arche,Tapis d'arche,15.0,import_2024,tapis d'arche,tapis d'arche,Tapis d'arche,Tapis d'arche
139,2024-03-13,L11,Four 1,Changement de support compression,compression,Section n°2,15.0,import_2024,section n°2,compression,Section n°2,compression
140,2024-03-13,L11,Four 1,Changement du bras transfert,bras transfert,Section n°2,30.0,import_2024,section n°2,bras transfert,Section n°2,bras transfert
141,2024-03-13,L11,Four 1,Travaux nick ring et écartement,nick ring,Section n°2,20.0,import_2024,section n°2,nick ring,Section n°2,nick ring
142,2024-03-13,L11,Four 1,Changement du bras transfert,bras transfert,Section n°2,50.0,import_2024,section n°2,bras transfert,Section n°2,bras transfert
143,2024-03-13,L11,Four 1,Changement du bras transfert,bras transfert,Section n°5,10.0,import_2024,section n°5,bras transfert,Section n°5,bras transfert
144,2024-03-14,L11,Four 1,Coincement ATC,Transfert,ATC,5.0,import_2024,atc,transfert,ATC,Transfert
145,2024-03-15,L11,Four 1,Changement de tete gonflage,gonflage,Section n°7,10.0,import_2024,section n°7,gonflage,Section n°7,gonflage
146,2024-03-16,L11,Four 1,Changement de cartouche boite à valve,boite a valve,Section n°6,40.0,import_2024,section n°6,boite a valve,Section n°6,boite a valve
147,2024-03-16,L11,Four 1,Coincement ATC,Transfert,ATC,10.0,import_2024,atc,transfert,ATC,Transfert
148,2024-03-17,L11,Four 1,Panne éléctrique,AEE,Section n°5,20.0,import_2024,section n°5,aee,Section n°5,AEE
149,2024-03-17,L11,Four 1,Changement du bras transfert,bras transfert,Section n°1,15.0,import_2024,section n°1,bras transfert,Section n°1,bras transfert
150,2024-03-17,L11,Four 1,Changement du bras transfert,bras transfert,Section n°4,10.0,import_2024,section n°4,bras transfert,Section n°4,bras transfert
151,2024-03-18,L11,Four 1,Mauvaise montée de poinçon,poincon,Section n°4,90.0,import_2024,section n°4,poincon,Section n°4,poincon
152,2024-03-18,L11,Four 1,Changement de support tete gonflage,gonflage,Section n°6,45.0,import_2024,section n°6,gonflage,Section n°6,gonflage
153,2024-03-18,L11,Four 1,Réglage bras de transfert,bras transfert,Section n°4,15.0,import_2024,section n°4,bras transfert,Section n°4,bras transfert
154,2024-03-19,L11,Four 1,Réglage du bras transfert,bras transfert,Section n°6,15.0,import_2024,section n°6,bras transfert,Section n°6,bras transfert
155,2024-03-19,L11,Four 1,Changement des pinçettes,pincette,Section n°5,5.0,import_2024,section n°5,pincette,Section n°5,pincette
156,2024-03-20,L11,Four 1,Changement des charnières ébaucheur,charnieres,Section n°6,15.0,import_2024,section n°6,charnieres,Section n°6,charnieres
157,2024-03-20,L11,Four 1,Changement des pinçettes,pincette,Section n°4,10.0,import_2024,section n°4,pincette,Section n°4,pincette
158,2024-03-20,L11,Four 1,Décalage de fourchette cylindre de compression,compression,Section n°1,45.0,import_2024,section n°1,compression,Section n°1,compression
159,2024-03-22,L11,Four 1,Changement de rippeur,rippeur,Section n°8,15.0,import_2024,section n°8,rippeur,Section n°8,rippeur
160,2024-03-22,L11,Four 1,Changement de rippeur,rippeur,Section n°3,10.0,import_2024,section n°3,rippeur,Section n°3,rippeur
161,2024-03-23,L11,Four 1,Changement du bras transfert,bras transfert,Section n°3,15.0,import_2024,section n°3,bras transfert,Section n°3,bras transfert
162,2024-03-23,L11,Four 1,Changement du bras transfert,bras transfert,Section n°8,30.0,import_2024,section n°8,bras transfert,Section n°8,bras transfert
163,2024-03-26,L11,Four 1,Changement de rippeur,rippeur,Section n°5,15.0,import_2024,section n°5,rippeur,Section n°5,rippeur
164,2024-03-26,L11,Four 1,Serrage d'adapteur poinçon,poincon,Section n°2,30.0,import_2024,section n°2,poincon,Section n°2,poincon
165,2024-03-26,L11,Four 1,Réparation des charnières,charnieres,Section n°4,25.0,import_2024,section n°4,charnieres,Section n°4,charnieres
166,2024-03-27,L11,Four 1,Changement d'accouplement d'arbre de rotation chemise,Chemise,Chemise,75.0,import_2024,chemise,chemise,Chemise,Chemise
167,2024-03-28,L11,Four 1,Serrage d'adapteur,adapteur,Section n°3,15.0,import_2024,section n°3,adapteur,Section n°3,adapteur
168,2024-03-28,L11,Four 1,Serrage d'adapteur,adapteur,Section n°8,20.0,import_2024,section n°8,adapteur,Section n°8,adapteur
169,2024-03-28,L11,Four 1,Changement de rippeur,rippeur,Section n°2,15.0,import_2024,section n°2,rippeur,Section n°2,rippeur
170,2024-03-28,L11,Four 1,Serrage d'adapteur,adapteur,Section n°3,20.0,import_2024,section n°3,adapteur,Section n°3,adapteur
171,2024-03-29,L11,Four 1,Arret de chemise à cause d'un mauvais contact de commutateur,Chemise,Chemise,60.0,import_2024,chemise,chemise,Chemise,Chemise
172,2024-03-29,L11,Four 1,Ciseaux,Mécanisme ciseaux,Ciseaux,10.0,import_2024,ciseaux,mécanisme ciseaux,Ciseaux,Mécanisme ciseaux
173,2024-03-30,L11,Four 1,Changement du bras transfert,bras transfert,Section n°8,15.0,import_2024,section n°8,bras transfert,Section n°8,bras transfert
174,2024-03-30,L11,Four 1,Changement de flexible Vert-Flow,verti-flow,Section n°8,20.0,import_2024,section n°8,verti-flow,Section n°8,verti-flow
175,2024-03-30,L11,Four 1,Changement COUDE flexible Vert-Flow,verti-flow,Section n°8,20.0,import_2024,section n°8,verti-flow,Section n°8,verti-flow
176,2024-03-30,L11,Four 1,Réglage ATC,Transfert,ATC,5.0,import_2024,atc,transfert,ATC,Transfert
177,2024-03-30,L11,Four 1,"Les gouttes d'eau s'écoulent sur l'armoire, ce qui entraîne un court-circuit",Machine,Machine,45.0,import_2024,machine,machine,Machine,Machine
178,2024-03-30,L11,Four 1,Suite au court-circuit,AEE,Section n°7,90.0,import_2024,section n°7,aee,Section n°7,AEE
179,2024-03-31,L11,Four 1,Arret de mécanisme scoop,Scoop,Scoop,15.0,import_2024,scoop,scoop,scoop,scoop
180,2024-03-31,L11,Four 1,Serrage d'adapteur,adapteur,Section n°7,20.0,import_2024,section n°7,adapteur,Section n°7,adapteur
181,2024-03-31,L11,Four 1,Changement de support compression,compression,Section n°6,15.0,import_2024,section n°6,compression,Section n°6,compression
182,2024-04-01,L11,Four 1,Changement de support entonnoire,entonnoire,Section n°5,20.0,import_2024,section n°5,entonnoire,Section n°5,entonnoire
183,2024-04-02,L11,Four 1,Mauvaise fonctionnement de rippeur,rippeur,Section n°8,20.0,import_2024,section n°8,rippeur,Section n°8,rippeur
184,2024-04-02,L11,Four 1,Changement charnieres,charnieres,Section n°2,45.0,import_2024,section n°2,charnieres,Section n°2,charnieres
185,2024-04-02,L11,Four 1,Chanement distributeur poincon,poincon,Section n°2,45.0,import_2024,section n°2,poincon,Section n°2,poincon
186,2024-04-02,L11,Four 1,changement distributeur,distributeur,Section n°6,25.0,import_2024,section n°6,distributeur,Section n°6,Distributeur
187,2024-04-02,L11,Four 1,changement rippeur,rippeur,Section n°6,25.0,import_2024,section n°6,rippeur,Section n°6,rippeur
188,2024-04-03,L11,Four 1,Changement charnieres Eb,charnieres,Section n°5,15.0,import_2024,section n°5,charnieres,Section n°5,charnieres
189,2024-04-03,L11,Four 1,Serrage adapteur poincon,poincon,Section n°6,20.0,import_2024,section n°6,poincon,Section n°6,poincon
190,2024-04-04,L11,Four 1,Changement d'axe et billetes charnières ébaucheur,charnieres,Section n°6,20.0,import_2024,section n°6,charnieres,Section n°6,charnieres
191,2024-04-05,L11,Four 1,Mauvaise fonctionnement,Fermeture de moule,Section n°2,30.0,import_2024,section n°2,fermeture de moule,Section n°2,Fermeture de moule
192,2024-04-05,L11,Four 1,Mise a l'arche,Mise a l'arche,Mise a l'arche,30.0,import_2024,mise a l'arche,mise a l'arche,Mise a l'arche,Mise a l'arche
193,2024-04-05,L11,Four 1,Arret machine tout seule,Machine,Machine,10.0,import_2024,machine,machine,Machine,Machine
