id,date,ligne,four,probleme,equipement,famille,duree_min,source,famille_norm,equipement_norm,famille_affichage,equipement_affichage
2645,2024-06-27,L22,Four 2,Mise a l'arche,Mise a l'arche,Mise a l'arche,5.0,import_2024,mise a l'arche,mise a l'arche,Mise a l'arche,Mise a l'arche
2646,2024-06-28,L22,Four 2,Problème au niveau de ripeur coté ébaucheur,Section n°5,Section n°5,180.0,import_2024,section n°5,section n°5,Section n°5,Section n°5
2647,2024-06-28,L22,Four 2,Mauvaise perçage,Section n°6,Section n°6,30.0,import_2024,section n°6,section n°6,Section n°6,Section n°6
2648,2024-06-28,L22,Four 2,Mauvaise fonctionnement support de gonflage,Section n°7,Section n°7,35.0,import_2024,section n°7,section n°7,Section n°7,Section n°7
2649,2024-06-28,L22,Four 2,Changement de flexible de gonflage endommagé,Section n°4,Section n°4,20.0,import_2024,section n°4,section n°4,Section n°4,Section n°4
2650,2024-06-30,L22,Four 2,Coupure de courant,Machine,Machine,8.0,import_2024,machine,machine,Machine,Machine
2651,2024-07-02,L22,Four 2,Mauvaise perçage,Section n°7,Section n°7,210.0,import_2024,section n°7,section n°7,Section n°7,Section n°7
2652,2024-07-02,L22,Four 2,Mauvaise fonctionnement support de gonflage,Section n°6,Section n°6,390.0,import_2024,section n°6,section n°6,Section n°6,Section n°6
2653,2024-07-02,L22,Four 2,Changement bras de transfert,Section n°10,Section n°10,30.0,import_2024,section n°10,section n°10,Section n°10,Section n°10
2654,2024-07-02,L22,Four 2,Mise a l'arche,Mise a l'arche,Mise a l'arche,20.0,import_2024,mise a l'arche,mise a l'arche,Mise a l'arche,Mise a l'arche
2655,2024-07-02,L22,Four 2,Convoyeur machine,convoyeur machine,convoyeur machine,5.0,import_2024,convoyeur machine,convoyeur machine,convoyeur machine,convoyeur machine
2656,2024-07-03,L22,Four 2,Mise a l'arche,Mise a l'arche,Mise a l'arche,15.0,import_2024,mise a l'arche,mise a l'arche,Mise a l'arche,Mise a l'arche
2657,2024-07-03,L22,Four 2,Changement de support compression,Section n°4,Section n°4,15.0,import_2024,section n°4,section n°4,Section n°4,Section n°4
2658,2024-07-03,L22,Four 2,Blocage du verre au niveau de rondelle,Machine,Machine,120.0,import_2024,machine,machine,Machine,Machine
2659,2024-07-04,L22,Four 2,Blocage du verre au niveau de rondelle,Machine,Machine,160.0,import_2024,machine,machine,Machine,Machine
2660,2024-07-04,L22,Four 2,Mauvaise fonctionnement support de gonflage,Section n°8,Section n°8,15.0,import_2024,section n°8,section n°8,Section n°8,Section n°8
2661,2024-07-04,L22,Four 2,Mauvaise fonctionnement support de gonflage,Section n°7,Section n°7,25.0,import_2024,section n°7,section n°7,Section n°7,Section n°7
2662,2024-07-04,L22,Four 2,Bras Take-Out endommagée,Section n°7,Section n°7,55.0,import_2024,section n°7,section n°7,Section n°7,Section n°7
2663,2024-07-04,L22,Four 2,Mauvaise fonctionnement du bras transfert,Section n°7,Section n°7,20.0,import_2024,section n°7,section n°7,Section n°7,Section n°7
2664,2024-07-05,L22,Four 2,Mauvaise fermeture finisseur,Section n°6,Section n°6,210.0,import_2024,section n°6,section n°6,Section n°6,Section n°6
2665,2024-07-05,L22,Four 2,Mauvaise fonctionnement du bras transfert,Section n°6,Section n°6,30.0,import_2024,section n°6,section n°6,Section n°6,Section n°6
2666,2024-07-05,L22,Four 2,Problème de Verti-Flow,Section n°6,Section n°6,30.0,import_2024,section n°6,section n°6,Section n°6,Section n°6
2667,2024-07-06,L22,Four 2,Changement du bra Take-Out,Section n°5,Section n°5,20.0,import_2024,section n°5,section n°5,Section n°5,Section n°5
2668,2024-07-06,L22,Four 2,Ajustement de niveau Bras transfert,Section n°7,Section n°7,30.0,import_2024,section n°7,section n°7,Section n°7,Section n°7
2669,2024-07-06,L22,Four 2,Changement des inserts,Section n°4,Section n°4,60.0,import_2024,section n°4,section n°4,Section n°4,Section n°4
2670,2024-07-06,L22,Four 2,Serrage des flasques,Section n°3,Section n°3,30.0,import_2024,section n°3,section n°3,Section n°3,Section n°3
2671,2024-07-06,L22,Four 2,Serrage des flasques,Section n°5,Section n°5,30.0,import_2024,section n°5,section n°5,Section n°5,Section n°5
2672,2024-07-06,L22,Four 2,Flexible d'air des pinçettes endommagé,Section n°4,Section n°4,30.0,import_2024,section n°4,section n°4,Section n°4,Section n°4
2673,2024-07-06,L22,Four 2,Mauvaise montée poinçons,Section n°7,Section n°7,60.0,import_2024,section n°7,section n°7,Section n°7,Section n°7
2674,2024-07-06,L22,Four 2,Coinçement du bras transfert,,Section n°6,30.0,import_2024,section n°6,,Section n°6,
2675,2024-07-07,L22,Four 2,Mauvais fermeture finisseur,Section n°4,Section n°4,20.0,import_2024,section n°4,section n°4,Section n°4,Section n°4
2676,2024-07-08,L22,Four 2,Changement ciseaux,Machine,Machine,210.0,import_2024,machine,machine,Machine,Machine
2677,2024-07-08,L22,Four 2,Décalage plaque de transmission arche,arche,arche,20.0,import_2024,arche,arche,arche,Arche
2678,2024-07-14,L22,Four 2,Mise a l'arche,mise a l'arche,mise a l'arche,10.0,import_2024,mise a l'arche,mise a l'arche,Mise a l'arche,Mise a l'arche
2679,2024-07-14,L22,Four 2,Mannque verti-flow,Section n°1,Verti-flow,205.0,import_2024,verti-flow,section n°1,verti-flow,Section n°1
2680,2024-07-15,L22,Four 2,Take-out,Section n°7,take-out,95.0,import_2024,take-out,section n°7,take-out,Section n°7
2681,2024-07-15,L22,Four 2,Verti-flow,Section n°7,Verti-flow,160.0,import_2024,verti-flow,section n°7,verti-flow,Section n°7
2682,2024-07-16,L22,Four 2,Mise a l'arche,Mise a l'arche,mise a l'arche,45.0,import_2024,mise a l'arche,mise a l'arche,Mise a l'arche,Mise a l'arche
2683,2024-07-16,L22,Four 2,Take-out,Section n°7,take-out,50.0,import_2024,take-out,section n°7,take-out,Section n°7
2684,2024-07-16,L22,Four 2,Verti-flow,Section n°7,Verti-flow,160.0,import_2024,verti-flow,section n°7,verti-flow,Section n°7
2685,2024-07-17,L22,Four 2,Manque verti-flow finisseur,Section n°1,Verti-flow,50.0,import_2024,verti-flow,section n°1,verti-flow,Section n°1
2686,2024-07-17,L22,Four 2,Verti-Flow continue,Section n°7,Verti-flow,150.0,import_2024,verti-flow,section n°7,verti-flow,Section n°7
2687,2024-07-19,L22,Four 2,travail sur faible pression,Section n°1,Section n°1,480.0,import_2024,section n°1,section n°1,Section n°1,Section n°1
2688,2024-07-19,L22,Four 2,Changement cylindre,Section n°4,cylindre,120.0,import_2024,cylindre,section n°4,cylindre,Section n°4
2689,2024-07-19,L22,Four 2,Changement cylindre,Section n°1,cylindre,80.0,import_2024,cylindre,section n°1,cylindre,Section n°1
2690,2024-07-20,L22,Four 2,mauvaise montée poincon,Section n°1,Poincon,80.0,import_2024,poincon,section n°1,poincon,Section n°1
2691,2024-07-24,L22,Four 2,Nettoyage rondelle,rondelle,,5.0,import_2024,,rondelle,,rondelle
2692,2024-07-25,L22,Four 2,ATC,ATC,ATC,5.0,import_2024,atc,atc,ATC,ATC
2693,2024-07-25,L22,Four 2,Mannque verti-flow,Section n°2,Verti-flow,45.0,import_2024,verti-flow,section n°2,verti-flow,Section n°2
2694,2024-07-27,L22,Four 2,Bouchage l'eau de ciseaux,Ciseaux,ciseaux,5.0,import_2024,ciseaux,ciseaux,Ciseaux,Ciseaux
2695,2024-07-28,L22,Four 2,Probléme verti-flow,Section n°6,Verti-flow,90.0,import_2024,verti-flow,section n°6,verti-flow,Section n°6
2696,2024-07-28,L22,Four 2,Mise a niveau bras de transfert,Section n°8,bras de transfert,35.0,import_2024,bras de transfert,section n°8,bras de transfert,Section n°8
2697,2024-07-29,L22,Four 2,Nettoyage rondelle,rondelle,,10.0,import_2024,,rondelle,,rondelle
2698,2024-07-29,L22,Four 2,Mauvaise alignement des article au niveau de convoyeur mise a l'arche,Convoyeur mise a l'arche,,10.0,import_2024,,convoyeur mise a l'arche,,convoyeur mise a l'arche
2699,2024-07-30,L22,Four 2,Manque verti-flow finisseur,Section n°5,Verti-flow,260.0,import_2024,verti-flow,section n°5,verti-flow,Section n°5
2700,2024-07-31,L22,Four 2,Mise a l'arche,Mise a l'arche,Mise a l'arche,5.0,import_2024,mise a l'arche,mise a l'arche,Mise a l'arche,Mise a l'arche
2701,2024-08-01,L22,Four 2,Nettoyage rondelle,rondelle,machine,15.0,import_2024,machine,rondelle,Machine,rondelle
2702,2024-08-02,L22,Four 2,Verti-Flow finisseur continue,Section n°9,verti-flow,120.0,import_2024,verti-flow,section n°9,verti-flow,Section n°9
2703,2024-08-02,L22,Four 2,Verti-Flow finisseur continue,Section n°9,verti-flow,470.0,import_2024,verti-flow,section n°9,verti-flow,Section n°9
2704,2024-08-03,L22,Four 2,Réglage mise a l'arche,Mise a l'arche,mise a l'arche,85.0,import_2024,mise a l'arche,mise a l'arche,Mise a l'arche,Mise a l'arche
2705,2024-08-03,L22,Four 2,Enverrage machine,tube guide,machine,10.0,import_2024,machine,tube guide,Machine,tube guide
2706,2024-08-03,L22,Four 2,Changement les doits de mise a l'arche,Mise a l'arche,mise a l'arche,15.0,import_2024,mise a l'arche,mise a l'arche,Mise a l'arche,Mise a l'arche
2707,2024-08-03,L22,Four 2,Mise a l'arche,Mise a l'arche,mise a l'arche,24.0,import_2024,mise a l'arche,mise a l'arche,Mise a l'arche,Mise a l'arche
2708,2024-08-04,L22,Four 2,Mise a l'arche 3 fois,Mise a l'arche,mise a l'arche,20.0,import_2024,mise a l'arche,mise a l'arche,Mise a l'arche,Mise a l'arche
2709,2024-08-04,L22,Four 2,Mise a l'arche,Mise a l'arche,mise a l'arche,45.0,import_2024,mise a l'arche,mise a l'arche,Mise a l'arche,Mise a l'arche
2710,2024-08-05,L22,Four 2,Mise a l'arche 2 fois,Mise a l'arche,mise a l'arche,10.0,import_2024,mise a l'arche,mise a l'arche,Mise a l'arche,Mise a l'arche
2711,2024-08-06,L22,Four 2,Mise a l'arche,Mise a l'arche,mise a l'arche,30.0,import_2024,mise a l'arche,mise a l'arche,Mise a l'arche,Mise a l'arche
2712,2024-08-07,L22,Four 2,Mise a l'arche 3 fois,Mise a l'arche,mise a l'arche,10.0,import_2024,mise a l'arche,mise a l'arche,Mise a l'arche,Mise a l'arche
2713,2024-08-07,L22,Four 2,Changement support compression,Section n°7,compression,150.0,import_2024,compression,section n°7,compression,Section n°7
2714,2024-08-07,L22,Four 2,Mise a niveau brad de transfert,Section n°5,bras de transfert,30.0,import_2024,bras de transfert,section n°5,bras de transfert,Section n°5
2715,2024-08-07,L22,Four 2,Mise a l'arche 2 fois,Mise a l'arche,mise a l'arche,10.0,import_2024,mise a l'arche,mise a l'arche,Mise a l'arche,Mise a l'arche
2716,2024-08-09,L22,Four 2,Mise a l'arche 3 fois,Mise a l'arche,mise a l'arche,45.0,import_2024,mise a l'arche,mise a l'arche,Mise a l'arche,Mise a l'arche
2717,2024-08-10,L22,Four 2,Mise a l'arche,Mise a l'arche,mise a l'arche,15.0,import_2024,mise a l'arche,mise a l'arche,Mise a l'arche,Mise a l'arche
2718,2024-08-10,L22,Four 2,Changement les guides en carbone de ATC,transfert,ATC,15.0,import_2024,atc,transfert,ATC,Transfert
2719,2024-08-10,L22,Four 2,Support téte gonflage,Section n°7,gonflage,60.0,import_2024,gonflage,section n°7,gonflage,Section n°7
2720,2024-08-11,L22,Four 2,Verti-Flow continue,Section n°7,verti-flow,180.0,import_2024,verti-flow,section n°7,verti-flow,Section n°7
2721,2024-08-11,L22,Four 2,Coincement plongeur,Machine,plongeur,10.0,import_2024,plongeur,machine,plongeur,Machine
2722,2024-08-12,L22,Four 2,Manque l'eau de ciseaux,Machine,mécanisme ciseaux,10.0,import_2024,mécanisme ciseaux,machine,Mécanisme ciseaux,Machine
2723,2024-08-12,L22,Four 2,Mise a l'arche,Mise a l'arche,mise a l'arche,10.0,import_2024,mise a l'arche,mise a l'arche,Mise a l'arche,Mise a l'arche
2724,2024-08-13,L22,Four 2,Mise a l'arche,Mise a l'arche,mise a l'arche,10.0,import_2024,mise a l'arche,mise a l'arche,Mise a l'arche,Mise a l'arche
2725,2024-08-13,L22,Four 2,Verti-Flow finisseur continue,Section n°8,verti-flow,40.0,import_2024,verti-flow,section n°8,verti-flow,Section n°8
2726,2024-08-13,L22,Four 2,Arret machine a cause scoop,Machine,scoop,15.0,import_2024,scoop,machine,scoop,Machine
2727,2024-08-13,L22,Four 2,Mise a l'arche,Mise a l'arche,mise a l'arche,5.0,import_2024,mise a l'arche,mise a l'arche,Mise a l'arche,Mise a l'arche
2728,2024-08-14,L22,Four 2,Mise a l'arche,Mise a l'arche,mise a l'arche,5.0,import_2024,mise a l'arche,mise a l'arche,Mise a l'arche,Mise a l'arche
2729,2024-08-15,L22,Four 2,Changement les doits de mise a l'arche,Mise a l'arche,mise a l'arche,15.0,import_2024,mise a l'arche,mise a l'arche,Mise a l'arche,Mise a l'arche
2730,2024-08-15,L22,Four 2,ATC,transfert,ATC,10.0,import_2024,atc,transfert,ATC,Transfert
2731,2024-08-15,L22,Four 2,Changement les doits de mise a l'arche,Mise a l'arche,mise a l'arche,15.0,import_2024,mise a l'arche,mise a l'arche,Mise a l'arche,Mise a l'arche
2732,2024-08-15,L22,Four 2,Changement flexible gonflage,Section n°3,gonflage,25.0,import_2024,gonflage,section n°3,gonflage,Section n°3
2733,2024-08-16,L22,Four 2,Mise a l'arche,Mise a l'arche,mise a l'arche,5.0,import_2024,mise a l'arche,mise a l'arche,Mise a l'arche,Mise a l'arche
2734,2024-08-16,L22,Four 2,Arret plongeur,Machine,plongeur,15.0,import_2024,plongeur,machine,plongeur,Machine
2735,2024-08-18,L22,Four 2,Manque l'eau de ciseaux,Machine,mécanisme ciseaux,10.0,import_2024,mécanisme ciseaux,machine,Mécanisme ciseaux,Machine
2736,2024-08-18,L22,Four 2,Mise a l'arche,Mise a l'arche,mise a l'arche,5.0,import_2024,mise a l'arche,mise a l'arche,Mise a l'arche,Mise a l'arche
2737,2024-08-19,L22,Four 2,Mise a l'arche,Mise a l'arche,mise a l'arche,5.0,import_2024,mise a l'arche,mise a l'arche,Mise a l'arche,Mise a l'arche
2738,2024-08-19,L22,Four 2,Mise a l'arche,Mise a l'arche,mise a l'arche,30.0,import_2024,mise a l'arche,mise a l'arche,Mise a l'arche,Mise a l'arche
2739,2024-08-20,L22,Four 2,Arret plongeur,Machine,plongeur,30.0,import_2024,plongeur,machine,plongeur,Machine
2740,2024-08-21,L22,Four 2,Mise a l'arche,Mise a l'arche,mise a l'arche,5.0,import_2024,mise a l'arche,mise a l'arche,Mise a l'arche,Mise a l'arche
2741,2024-08-22,L22,Four 2,Changement bras de take-out,Section n°9,take-out,40.0,import_2024,take-out,section n°9,take-out,Section n°9
2742,2024-08-22,L22,Four 2,Enverrage au niveau scoop,Machine,scoop,30.0,import_2024,scoop,machine,scoop,Machine
2743,2024-08-22,L22,Four 2,Support médian endommage,Machine,,90.0,import_2024,,machine,,Machine
2744,2024-08-23,L22,Four 2,Mise a l'arche: rateau endommage,Mise a l'arche,mise a l'arche,30.0,import_2024,mise a l'arche,mise a l'arche,Mise a l'arche,Mise a l'arche
2745,2024-08-23,L22,Four 2,Mise a l'arche 3 fois,Mise a l'arche,mise a l'arche,25.0,import_2024,mise a l'arche,mise a l'arche,Mise a l'arche,Mise a l'arche
2746,2024-08-24,L22,Four 2,Mise a l'arche 4 fois,Mise a l'arche,mise a l'arche,20.0,import_2024,mise a l'arche,mise a l'arche,Mise a l'arche,Mise a l'arche
2747,2024-08-24,L22,Four 2,Mise a l'arche,Mise a l'arche,mise a l'arche,7.0,import_2024,mise a l'arche,mise a l'arche,Mise a l'arche,Mise a l'arche
2748,2024-08-24,L22,Four 2,Manque l'eau de scoop,Machine,scoop,5.0,import_2024,scoop,machine,scoop,Machine
2749,2024-08-24,L22,Four 2,Mise a l'arche,Mise a l'arche,mise a l'arche,35.0,import_2024,mise a l'arche,mise a l'arche,Mise a l'arche,Mise a l'arche
2750,2024-08-25,L22,Four 2,Mise a l'arche,Mise a l'arche,mise a l'arche,5.0,import_2024,mise a l'arche,mise a l'arche,Mise a l'arche,Mise a l'arche
2751,2024-08-25,L22,Four 2,Mise a l'arche,Mise a l'arche,mise a l'arche,20.0,import_2024,mise a l'arche,mise a l'arche,Mise a l'arche,Mise a l'arche
2752,2024-08-26,L22,Four 2,Manque verti-flow finisseur,Section n°8,verti-flow,120.0,import_2024,verti-flow,section n°8,verti-flow,Section n°8
2753,2024-08-26,L22,Four 2,Manque l'eau de ciseaux,Machine,mécanisme ciseaux,5.0,import_2024,mécanisme ciseaux,machine,Mécanisme ciseaux,Machine
2754,2024-08-27,L22,Four 2,Manque l'eau de ciseaux,Machine,mécanisme ciseaux,5.0,import_2024,mécanisme ciseaux,machine,Mécanisme ciseaux,Machine
2755,2024-08-29,L22,Four 2,Manque l'eau de ciseaux,Machine,mécanisme ciseaux,20.0,import_2024,mécanisme ciseaux,machine,Mécanisme ciseaux,Machine
2756,2024-09-05,L22,Four 2,Verti-Flow continue,Section n°7,verti-flow,125.0,import_2024,verti-flow,section n°7,verti-flow,Section n°7
2757,2024-09-05,L22,Four 2,Mise a l'arche,Mise a l'arche,mise a l'arche,5.0,import_2024,mise a l'arche,mise a l'arche,Mise a l'arche,Mise a l'arche
2758,2024-09-06,L22,Four 2,Bras de transfert,Section n°2,bras de transfert,180.0,import_2024,bras de transfert,section n°2,bras de transfert,Section n°2
2759,2024-09-06,L22,Four 2,Verti-Flow continue,Section n°4,verti-flow,130.0,import_2024,verti-flow,section n°4,verti-flow,Section n°4
2760,2024-09-06,L22,Four 2,Changement les lammes ciseaux,Machine,mécanisme ciseaux,30.0,import_2024,mécanisme ciseaux,machine,Mécanisme ciseaux,Machine
2761,2024-09-07,L22,Four 2,Verti-Flow continue,Section n°10,verti-flow,435.0,import_2024,verti-flow,section n°10,verti-flow,Section n°10
2762,2024-09-08,L22,Four 2,Mauvaise ouverture Eb,Section n°5,ouverture,180.0,import_2024,ouverture,section n°5,ouverture,Section n°5
2763,2024-09-08,L22,Four 2,Mauvaise ouverture Eb,Section n°6,ouverture,60.0,import_2024,ouverture,section n°6,ouverture,Section n°6
2764,2024-09-09,L22,Four 2,Mise a l'arche,Mise a l'arche,mise a l'arche,8.0,import_2024,mise a l'arche,mise a l'arche,Mise a l'arche,Mise a l'arche
2765,2024-09-09,L22,Four 2,Mise a l'arche,Mise a l'arche,mise a l'arche,5.0,import_2024,mise a l'arche,mise a l'arche,Mise a l'arche,Mise a l'arche
2766,2024-09-10,L22,Four 2,Bras de transfert,Section n°2,bras de transfert,60.0,import_2024,bras de transfert,section n°2,bras de transfert,Section n°2
2767,2024-09-10,L22,Four 2,Arret mise a l'arche,machine,mise a l'arche,5.0,import_2024,mise a l'arche,machine,Mise a l'arche,Machine
2768,2024-09-14,L22,Four 2,mauvaise montée poincon,Section n°10,poincon,75.0,import_2024,poincon,section n°10,poincon,Section n°10
2769,2024-09-16,L22,Four 2,Vibration ciseaux,ciseaux,ciseaux,70.0,import_2024,ciseaux,ciseaux,Ciseaux,Ciseaux
2770,2024-09-16,L22,Four 2,Mauvaise fermeture de finisseur,Section n°5,fermeture,30.0,import_2024,fermeture,section n°5,fermeture,Section n°5
2771,2024-09-16,L22,Four 2,AEE,Section n°6,AEE,240.0,import_2024,aee,section n°6,AEE,Section n°6
2772,2024-09-18,L22,Four 2,Verti-flow,Section n°3,verti-flow,35.0,import_2024,verti-flow,section n°3,verti-flow,Section n°3
2773,2024-09-18,L22,Four 2,Verti-flow,Section n°5,verti-flow,30.0,import_2024,verti-flow,section n°5,verti-flow,Section n°5
2774,2024-09-19,L22,Four 2,Arret mise a l'arche,Mise a l'arche,mise a l'arche,5.0,import_2024,mise a l'arche,mise a l'arche,Mise a l'arche,Mise a l'arche
2775,2024-09-19,L22,Four 2,Mauvaise percage,Section n°4,percage,60.0,import_2024,percage,section n°4,percage,Section n°4
2776,2024-09-20,L22,Four 2,Réglage mécanisme support de gonflage,Section n°6,gonflage,60.0,import_2024,gonflage,section n°6,gonflage,Section n°6
2777,2024-09-20,L22,Four 2,Changement support compression,Section n°7,compression,30.0,import_2024,compression,section n°7,compression,Section n°7
2778,2024-09-22,L22,Four 2,Envirrage au niveau tupe guide a cause vibration au niveau bloc ciseaux,Machine,ciseaux,60.0,import_2024,ciseaux,machine,Ciseaux,Machine
2779,2024-09-22,L22,Four 2,Manque verti-flow finisseur,Section n°10,verti-flow,50.0,import_2024,verti-flow,section n°10,verti-flow,Section n°10
2780,2024-09-22,L22,Four 2,Mauvaise fermeture Eb,Section n°5,fermeture Eb,90.0,import_2024,fermeture eb,section n°5,fermeture Eb,Section n°5
2781,2024-09-23,L22,Four 2,Envirrage au niveau tupe guide a cause morceau de refractaire,Machine,morceau de refractaire,40.0,import_2024,morceau de refractaire,machine,morceau de refractaire,Machine
2782,2024-09-24,L22,Four 2,Changement rippeur,Section n°3,rippeur,30.0,import_2024,rippeur,section n°3,rippeur,Section n°3
2783,2024-09-24,L22,Four 2,Coincement mouvement de moule fin,Section n°5,fermeture de moule,25.0,import_2024,fermeture de moule,section n°5,fermeture de moule,Section n°5
2784,2024-09-24,L22,Four 2,Arret machine a cause retard du goute,machine,retard de goute,20.0,import_2024,retard de goute,machine,retard de goute,Machine
2785,2024-09-24,L22,Four 2,Vis fixation compression endommage,Section n°6,compression,75.0,import_2024,compression,section n°6,compression,Section n°6
2786,2024-09-24,L22,Four 2,Coincement bras de transfert,Section n°1,bras de transfert,25.0,import_2024,bras de transfert,section n°1,bras de transfert,Section n°1
2787,2024-09-25,L22,Four 2,Manque verti-flow Eb,Section n°5,verti-flow Eb,360.0,import_2024,verti-flow eb,section n°5,verti-flow Eb,Section n°5
2788,2024-09-25,L22,Four 2,Pour faciliter le travail au S5,Section n°4,faciliter le travail,120.0,import_2024,faciliter le travail,section n°4,faciliter le travail,Section n°4
2789,2024-09-25,L22,Four 2,Changement bras de transfert,Section n°1,bras de transfert,60.0,import_2024,bras de transfert,section n°1,bras de transfert,Section n°1
2790,2024-09-26,L22,Four 2,changement de bras transfert,Section n°7,bras de transfert,20.0,import_2024,bras de transfert,section n°7,bras de transfert,Section n°7
2791,2024-09-26,L22,Four 2,Mauvaise Fonctionnement au Niveau de Support finisseur,Section n°1,support finisseur,300.0,import_2024,support finisseur,section n°1,support finisseur,Section n°1
2792,2024-09-26,L22,Four 2,Mauvaise Fonctionnement au Niveau de Support finisseur,Section n°2,support finisseur,300.0,import_2024,support finisseur,section n°2,support finisseur,Section n°2
2793,2024-09-26,L22,Four 2,Mauvaise Fonctionnement au Niveau de Support finisseur,Section n°3,support finisseur,180.0,import_2024,support finisseur,section n°3,support finisseur,Section n°3
2794,2024-09-27,L22,Four 2,nettoyage et serrage holder,Section n°4,support finisseur,40.0,import_2024,support finisseur,section n°4,support finisseur,Section n°4
2795,2024-09-27,L22,Four 2,Tombé D'article au Niveau de Mise à l'arche,Mise a l'arche,Mise a l'arche,10.0,import_2024,mise a l'arche,mise a l'arche,Mise a l'arche,Mise a l'arche
2796,2024-09-29,L22,Four 2,changement de cable d'aliementation de Take-out,Section n°2,AEE,60.0,import_2024,aee,section n°2,AEE,Section n°2
2797,2024-09-30,L22,Four 2,Mauvaise fermeture finisseur,Section n°3,fermeture Fin,40.0,import_2024,fermeture fin,section n°3,fermeture Fin,Section n°3
2798,2024-09-30,L22,Four 2,Mauvaise fermeture finisseur,Section n°4,fermeture Fin,40.0,import_2024,fermeture fin,section n°4,fermeture Fin,Section n°4
2799,2024-09-30,L22,Four 2,changement de distributeur,Section n°6,Verti-flow,130.0,import_2024,verti-flow,section n°6,verti-flow,Section n°6
2800,2024-09-30,L22,Four 2,pour faciliter le travail sur la section 9,Section n°8,faciliter le travail,110.0,import_2024,faciliter le travail,section n°8,faciliter le travail,Section n°8
2801,2024-09-30,L22,Four 2,Mauvaise fermeture Eb,Section n°9,fermeture Eb,315.0,import_2024,fermeture eb,section n°9,fermeture Eb,Section n°9
2802,2024-10-01,L22,Four 2,Mauvaise fermeture finisseur,Section n°3,fermeture Fin,240.0,import_2024,fermeture fin,section n°3,fermeture Fin,Section n°3
2803,2024-10-01,L22,Four 2,Manque gonflage,Section n°4,gonflage,95.0,import_2024,gonflage,section n°4,gonflage,Section n°4
2804,2024-10-02,L22,Four 2,mauvaise férmeture des holder EB,Section n°6,Holders,90.0,import_2024,holders,section n°6,holders,Section n°6
2805,2024-10-03,L22,Four 2,Mise a l'arche,Mise a l'arche,Mise a l'arche,10.0,import_2024,mise a l'arche,mise a l'arche,Mise a l'arche,Mise a l'arche
2806,2024-10-05,L22,Four 2,arrêt de mise a l arche,Mise a l'arche,Mise a l'arche,5.0,import_2024,mise a l'arche,mise a l'arche,Mise a l'arche,Mise a l'arche
2807,2024-10-05,L22,Four 2,fermeture de vertiflow,Section n°6,Verti-flow,30.0,import_2024,verti-flow,section n°6,verti-flow,Section n°6
2808,2024-10-07,L22,Four 2,Mauvaise fermeture finisseur,Section n°10,fermeture fin,20.0,import_2024,fermeture fin,section n°10,fermeture Fin,Section n°10
2809,2024-10-08,L22,Four 2,Arrêt de Mise à L'arche 2fois,Mise a l'arche,mise a l'arche,5.0,import_2024,mise a l'arche,mise a l'arche,Mise a l'arche,Mise a l'arche
2810,2024-10-08,L22,Four 2,Fuite D'air de VERTI-FLOW EB,Section n°10,Verti-flow,35.0,import_2024,verti-flow,section n°10,verti-flow,Section n°10
2811,2024-10-08,L22,Four 2,Arrêt de Mise à L'arche,Mise a l'arche,mise a l'arche,5.0,import_2024,mise a l'arche,mise a l'arche,Mise a l'arche,Mise a l'arche
2812,2024-10-09,L22,Four 2,variation pression de l'eau de ciseaux,ciseaux,ciseaux,10.0,import_2024,ciseaux,ciseaux,Ciseaux,Ciseaux
2813,2024-10-09,L22,Four 2,Arret mise a l'arche,Mise a l'arche,Mise a l'arche,15.0,import_2024,mise a l'arche,mise a l'arche,Mise a l'arche,Mise a l'arche
2814,2024-10-09,L22,Four 2,Arret convoyeur machine,machine,convoyeur machine,10.0,import_2024,convoyeur machine,machine,convoyeur machine,Machine
2815,2024-10-09,L22,Four 2,Arret convoyeur ATC,ATC,ATC,15.0,import_2024,atc,atc,ATC,ATC
2816,2024-10-09,L22,Four 2,Arret mise a l'arche,Mise a l'arche,Mise a l'arche,10.0,import_2024,mise a l'arche,mise a l'arche,Mise a l'arche,Mise a l'arche
2817,2024-10-14,L22,Four 2,Changement de support compression et ajustement de niveau du bras transfert,Section n°3,bras de transfert,150.0,import_2024,bras de transfert,section n°3,bras de transfert,Section n°3
2818,2024-10-15,L22,Four 2,manque l'eau de refoidissement,Machine,mécanisme ciseaux,5.0,import_2024,mécanisme ciseaux,machine,Mécanisme ciseaux,Machine
2819,2024-10-15,L22,Four 2,Arret mise a l'arche,Mise a l'arche,Mise a l'arche,10.0,import_2024,mise a l'arche,mise a l'arche,Mise a l'arche,Mise a l'arche
2820,2024-10-17,L22,Four 2,Variation poids,Machine,Machine,10.0,import_2024,machine,machine,Machine,Machine
2821,2024-10-17,L22,Four 2,Mauvaise tombée de paraison,Machine,Machine,35.0,import_2024,machine,machine,Machine,Machine
2822,2024-10-24,L22,Four 2,Arret mise a l'arche,Mise a l'arche,Mise a l'arche,40.0,import_2024,mise a l'arche,mise a l'arche,Mise a l'arche,Mise a l'arche
2823,2024-10-26,L22,Four 2,Mauvaise ferméture coté finisseur,Section n°5,ferméture Fin,180.0,import_2024,ferméture fin,section n°5,ferméture Fin,Section n°5
2824,2024-10-26,L22,Four 2,Manque de Gaz Butane,Machine,Gaz,15.0,import_2024,gaz,machine,Gaz,Machine
